Id,Reputation,Views,UpVotes,DownVotes,AccountAgeDays,DaysSinceLastActivity
48131,345742,67163,11612,1513,4607,48
8619,5206,1209,21,4,4607,1571
17687,16233,1577,321,21,4607,52
36652,2903,452,4440,29,4525,49
30619,5130,806,1548,4,4515,59
6786,6716,270,479,3,4522,48
49610,62947,3336,508,409,4617,59
2923,9391,1202,484,97,4617,157
19660,1207,113,11,1,4483,541
30297,5356,648,572,76,4483,48
32810,18762,1123,522,106,4537,1635
23429,6460,879,32,47,4563,58
27994,2096,64,5,0,4563,3745
39476,1006,114,108,0,4563,48
13968,4995,624,956,5,4546,58
26203,3246,257,135,11,4510,3997
19481,3147,212,217,24,4510,548
23159,11853,971,1325,19,4510,292
21581,931,79,346,8,4607,700
31566,10647,892,1748,9,4795,50
43462,732,54,60,13,4585,959
45813,6606,1792,922,115,4525,48
26864,8029,735,129,78,4498,50
28452,2773,204,90,28,4498,52
17490,25556,1891,710,92,4498,409
30059,6029,642,1304,78,4505,50
21961,27729,1713,626,54,4693,52
10984,1045,139,33,0,4722,401
7961,1698,151,46,27,4563,267
35291,211,26,0,0,4525,4466
16424,12401,784,1202,16,4525,49
48187,3165,625,159,18,4515,49
36414,7728,1234,406,42,4585,2238
1605,2669,157,43,1,4540,112
43450,19092,8933,6245,33,4570,49
24097,7595,1735,204,6,4563,973
28128,16575,4949,807,56,4498,53
30579,1809,258,133,2,4498,65
28148,24122,1163,950,30,4525,51
41576,558,207,579,8,4607,52
15286,1195,528,311,3,4589,48
29451,4006,326,33,8,4537,115
7328,2430,290,1754,89,4537,479
29328,7897,439,5430,15,4473,48
10842,7335,752,71,49,4722,533
31080,15053,2503,5454,113,4570,50
2022,12594,405,40,1,4525,75
32767,3971,188,450,24,4563,206
1993,1484,488,193,6,4483,52
8516,1340,92,678,3,4473,51
38926,4743,267,547,1,4589,62
17784,2264,332,151,20,4489,96
44418,7931,380,108,5,4599,74
5145,17147,1608,997,76,4509,590
23914,3799,307,64,97,4748,61
26803,5542,673,87,8,4570,48
6331,867,120,57,9,4546,58
16231,4181,358,98,2,4546,50
18143,21492,2376,568,46,4540,51
6895,11700,2416,837,3,4540,50
45878,1487,129,159,0,4509,49
13574,20442,1690,782,14,4537,58
49569,2036,158,86,19,4570,132
16487,5124,958,21,6,4589,345
30021,325,52,5,3,4589,1585
22507,19053,1743,1813,479,4588,1040
11362,26528,1131,979,52,4540,49
43940,5802,933,132,81,4540,49
30894,492,54,22,1,4540,610
43732,8316,428,190,82,4585,51
40914,2061,288,364,3,4585,51
39639,1974,111,25,2,4607,48
25760,14440,6127,2841,102,4570,49
5244,411,75,58,2,4489,74
18976,2831,492,419,79,4473,783
21475,12316,2093,430,18,4473,48
34656,6746,583,596,134,4588,1011
34846,14422,1625,1135,180,4546,54
21986,1224,300,102,54,4617,1302
30756,9822,1091,654,14,5090,54
29037,7485,577,484,9,4617,182
50682,1317,159,82,2,4494,49
17188,19206,1444,439,85,4494,149
15329,6662,311,629,23,4540,435
39240,53848,2401,5811,107,4701,48
32682,453,80,127,2,4498,217
19061,1254,69,6,1,4498,1368
32594,4539,256,239,10,4546,50
25555,8962,1033,1046,57,4522,212
40264,1336,108,49,1,4522,1780
49227,739,786,44,0,4494,1847
29213,5400,751,96,16,4607,51
23015,1611,463,214,71,4570,49
17241,10199,877,608,6,4693,49
33857,3457,368,256,51,4498,48
2509,8674,322,425,12,4588,709
47776,9041,383,29,4,4588,182
31006,4339,566,75,6,4588,1422
34443,38171,3339,591,387,4540,56
23166,21779,1578,258,138,4540,747
49558,21601,1880,2145,19,4489,63
2204,862,73,84,1,4489,52
7334,837,95,31,9,4570,49
5786,23153,699,5047,9,4525,58
44472,1060,93,10,3,4522,280
13209,8061,544,1227,87,4522,894
16646,31290,6983,2452,605,4563,50
35514,10090,803,1017,16,4585,48
13357,1117,67,188,14,4585,413
43545,70506,13909,7872,3001,4494,50
25180,680,94,38,7,4525,958
38958,8577,712,358,74,4559,77
35033,6049,1351,213,26,4559,48
45915,1075,96,44,14,4483,50
21136,970,127,54,7,4483,1617
17931,983,91,101,4,4483,1295
28045,12541,764,278,5,4480,50
37295,128,62,9,0,4522,3486
38862,15845,320,119,4,4545,371
45511,803,257,71,1,4514,2361
42897,1877,71,152,3,4473,52
11284,3068,579,1221,5,4654,59
34421,4640,2429,3777,0,4654,806
50137,54,15,18,0,4480,77
7610,1198,302,102,4,4480,773
45650,1470,89,26,4,4570,3249
48418,11082,638,162,23,4693,230
19963,5522,460,335,24,4525,50
30403,811,147,93,10,4525,52
30660,2681,315,71,0,4525,49
42898,11392,673,1301,60,4588,74
45956,988,188,11,0,4498,3263
35214,60682,3119,7663,263,5253,66
45049,14171,2850,326,49,4498,436
41627,1543,126,223,9,4493,362
11674,33895,1536,6300,390,4509,74
40636,614,67,2,0,4509,1597
1104,1148,200,748,20,4554,50
9272,20671,3046,1124,300,4563,48
31786,1450,115,101,16,4585,49
21382,40712,2047,229,21,4545,3653
25568,1980,474,885,86,4473,53
514,1047,179,32,5,4473,85
1411,6091,1223,2581,1370,4489,48
12161,2914,170,87,4,4525,919
504,11332,910,174,158,4693,162
29132,5515,1272,456,122,4693,49
48615,2671,176,2424,4,4514,52
24734,5187,246,25,1,4522,49
50197,151084,6643,2954,485,4554,48
22800,7240,655,269,337,4554,67
13172,3350,471,623,13,4554,48
23505,3336,765,316,7,4554,51
38230,7895,651,208,85,4473,49
49605,1046,93,70,54,4599,57
37676,3204,181,139,90,5013,48
35887,11208,1027,467,51,4525,2685
23560,2854,320,240,35,4498,58
40105,66933,8844,2227,1923,4483,50
41618,6281,198,103,11,4540,2177
43782,2710,640,168,10,4540,2439
36615,3779,396,1090,28,4559,1579
23707,1010,64,59,0,4607,78
22203,3110,281,41,4,4463,50
37837,4609,305,209,16,4570,48
45382,8102,687,145,144,4473,1751
28332,112673,8790,1824,191,4480,48
49440,7624,1048,1580,129,4693,50
578,3120,743,780,37,4540,408
28867,25514,8797,1192,21,4540,52
5647,2132,211,60,7,4498,49
19737,2609,148,76,12,4522,2086
456,4827,550,2157,185,4522,48
25787,4463,411,1524,9,4525,354
41426,5066,768,451,9,4525,63
44878,5074,622,33,6,4537,49
41123,6239,596,802,383,4540,585
46067,44865,3029,3418,1418,4463,52
29056,7668,996,398,87,4463,50
22452,6095,697,280,11,4701,505
43188,2927,514,175,6,4514,49
30042,2032,129,11,1,4473,51
8125,75500,6679,251,175,4473,48
33381,44803,3637,2632,642,4588,51
32112,13542,1939,1227,51,4545,74
28863,171,44,2,0,4559,3627
24055,7859,652,168,21,4559,736
23681,155391,16837,2774,9278,4607,520
9885,21657,618,125,16,4469,49
29925,14096,1696,1856,14477,4525,48
29588,4307,368,112,53,4798,48
24146,236125,10092,3242,62,4584,48
46481,3956,236,72,9,4509,2241
8563,9343,953,690,38,4579,305
17994,5412,419,396,8,4579,51
45391,195,73,19,1,4656,91
34290,49897,3518,2140,11,5297,49
21725,33433,3209,1033,5,5297,49
44077,2048,297,445,81,4540,49
15270,2117,358,583,2,4540,50
4541,7353,519,732,17,4469,254
34794,3633,500,229,55,4469,52
34068,6281,759,325,472,4469,52
32536,2259,204,317,50,4498,48
43067,3703,853,243,72,4479,49
27920,4733,347,939,51,4509,49
10815,5448,372,344,5,4569,178
32531,7747,1160,118,297,4579,51
24981,102,24,5,0,4540,1075
32850,3588,193,145,10,4540,50
20585,2558,215,291,13,4584,1145
35327,1619,402,322,125,4722,50
8234,1916,279,14,3,4722,417
40727,6522,484,1013,26,4559,49
37638,11724,635,222,38,4588,48
7817,1030,102,476,5,4493,56
26868,2999,165,86,2,4473,49
22538,8398,374,61,8,4473,301
38141,16738,3538,3398,612,4473,49
8715,8837,1045,994,202,4569,709
20850,18535,1674,1025,33,4498,48
40625,966,101,165,11,4483,297
29030,4422,576,43,7,4483,49
11327,1054,275,366,5,4569,149
34645,5053,393,62,4,4654,855
51124,2997,111,36,2,4654,3996
27116,1517,158,0,0,4701,4623
6791,10620,565,583,7,4701,78
50500,15029,646,896,69,4588,345
47077,26075,4440,1964,4064,4588,1578
48480,56183,8069,4722,311,4579,51
17387,170,27,82,2,5297,69
9408,9962,1375,2972,19,4545,63
15467,2699,397,67,11,4545,51
9311,7689,645,380,71,4509,65
39413,4450,699,341,12,4483,52
31499,3992,617,1019,37,4569,85
8598,118888,6371,2860,1011,4693,52
6797,11773,2917,1860,78,4479,48
9800,140601,3990,1743,427,4798,54
38234,76,12,0,0,4483,4482
13586,1158,94,51,19,4463,1773
45845,586,81,21,0,4559,1424
28106,16471,731,1091,57,4559,157
49993,26322,3383,219,600,4473,49
5122,1346,74,32,5,4469,181
26562,43497,6797,2251,122,4469,49
22516,8326,558,709,116,4489,49
48908,97,71,15,0,4489,1623
2122,6712,630,1447,148,4693,81
40021,5831,602,36,36,4497,48
3429,7310,674,659,68,4599,50
35051,22036,1476,1352,5,4599,49
49081,35032,4663,181,89,4545,48
51126,4715,370,165,21,4554,65
24018,3831,369,82,13,4469,177
25524,9202,537,432,6,4584,75
11256,4063,313,38,5,4584,519
40908,561,109,86,0,4540,366
24806,2665,382,1702,16,4701,50
4467,18463,2412,1941,712,4898,211
29504,2319,187,437,6,4483,430
43140,4347,483,516,144,4483,2124
21751,16327,1599,304,55,4569,127
12235,12537,1442,607,109,4569,48
36629,1402,157,80,3,4654,49
40092,15483,1997,1413,27,4653,49
28198,799,109,131,6,4497,51
41512,2488,193,182,32,4599,49
7711,5431,758,239,21,4599,49
24577,11754,735,270,231,4483,48
44378,5111,492,108,9,4493,106
23041,6925,572,193,32,4497,49
29635,4153,738,403,25,4584,51
14438,1135,354,90,8,4701,1056
32036,8241,2252,2499,102,4701,50
40260,57403,5501,372,503,4463,48
45113,7386,941,316,18,4722,50
20918,42784,3500,3463,265,4473,48
2952,27092,22922,624,58,4488,48
9282,3868,612,1012,35,4569,48
28976,1841,137,104,28,4539,50
30581,1543,119,46,1,4524,1241
36772,2218,159,182,21,4524,885
41569,201,29,0,0,4693,4692
408,3846,193,337,11,4545,49
2496,2019,136,27,1,4493,1010
14720,452,200,1397,1,4493,672
48448,7508,505,523,89,4509,102
51296,1786,257,187,21,4509,49
23409,8860,1225,666,84,4469,413
28285,6020,482,142,1,4539,48
14655,5302,1256,4124,56,4539,52
36225,3217,92,103,0,4497,541
5441,751,45,39,4,4483,65
48105,6194,603,1503,2,4483,49
26064,774,187,229,9,4653,729
23512,4794,406,396,24,4693,49
48995,2830,867,457,11,4693,50
48952,152,20,14,0,4463,2091
39968,61094,7749,5505,119,4569,48
23347,1082,57,491,4,4569,51
24970,26953,1579,1212,355,4588,51
7945,16298,1736,528,396,4584,49
952,41735,3024,361,684,4514,49
6041,8290,778,982,22,4539,55
4899,11384,1236,334,113,4747,49
2840,615,176,39,7,4524,319
41820,1174,154,34,42,4524,49
42250,7400,586,1225,13,4599,50
17892,4006,325,441,20,4569,50
21826,2413,501,29,4,4569,894
21572,3574,186,941,343,4473,499
47547,8856,834,1204,61,4524,50
39842,16533,2696,692,284,4588,50
19705,3745,443,768,3,4579,50
7823,127385,5047,686,49,4701,128
28418,1971,251,308,12,4545,1243
31184,4401,451,940,10,4488,196
20240,6653,672,55,61,4463,4052
44184,11329,1944,408,43,4539,84
24769,15139,3074,753,2,4653,1317
21633,3544,609,606,10,4522,605
47078,8554,535,206,58,4559,49
26994,985,165,11,0,4483,2018
44512,2434,154,98,5,4692,48
10424,190,105,1,1,4569,1149
4863,842,110,31,1,4545,211
3358,68432,3912,1781,17,4469,49
40664,2259,269,532,7,4579,1079
31510,12634,1467,984,125,4599,79
32471,99,34,1,0,4588,3454
40115,56,9,28,0,4483,1159
24643,1698,179,52,30,4473,50
4257,472,133,14,0,4473,1034
39724,19166,2854,3533,0,4473,48
29007,11361,1012,647,85,4479,53
35941,779,120,5,165,4514,63
10486,437,63,63,1,4497,3892
31946,5091,1209,163,220,4569,51
979,26201,994,665,29,4521,48
48944,3675,310,681,70,4559,49
47932,1810,198,113,5,4488,1386
28965,22958,1267,5524,53,4505,48
4871,16078,1202,176,7,4505,90
22039,1824,483,44,11,4493,1310
19794,1035,135,36,7,4493,4279
38826,3730,499,2124,913,4748,49
44043,13882,1483,7,4,4584,275
19531,12166,1460,1797,6,4584,50
41214,14186,632,422,91,4545,49
45227,4212,518,59,12,4514,48
4814,90576,3026,745,34,4559,2194
18460,3534,287,68,14,4559,227
2502,25409,1358,488,335,4559,52
26837,10267,1065,549,9,4509,51
31323,3574,378,604,16,4472,65
15382,900,97,33,7,4472,49
967,20345,681,151,45,4472,824
17357,35005,4412,4055,265,4497,49
13128,3635,219,216,3,4521,108
5387,2640,211,242,51,4521,48
10857,2052,370,161,129,4545,48
35020,1829,271,8,3,4545,80
48070,7237,773,207,455,4692,714
15485,26642,2317,1175,205,4514,48
26635,3579,367,104,19,4539,299
20583,4289,599,308,97,4509,267
25160,2670,991,613,384,4488,772
14052,1334,322,379,95,4559,107
34839,20817,1516,1871,143,4514,1800
30308,1814,153,5,0,4722,1087
23187,43838,4125,976,227,4722,79
18227,2093,281,148,4,4722,49
14420,631,35,25,1,4497,52
18401,2099,448,77,0,4514,51
47845,54407,2383,805,34,4514,48
38586,3088,390,270,9,4514,584
7086,3880,704,203,65,4514,122
31396,31943,3062,1424,547,4653,49
38808,44749,4502,248,49,4579,59
48452,1757,145,93,92,4584,48
36879,2272,437,140,20,4545,1625
25243,2026,185,89,29,4483,49
26756,11861,659,766,18,4599,49
20344,10050,1545,808,1114,4469,48
32499,16053,723,679,42,4462,48
12434,345,94,33,10,4722,1532
6683,8036,278,174,23,4568,58
6912,24546,4628,16378,39,4568,82
26892,816,133,145,1,4493,3307
18138,1883,148,103,3,4493,168
42531,18228,8910,9389,905,4701,48
8185,2646,186,583,50,4701,452
30110,13080,4182,6600,5646,4483,48
35652,22879,5994,936,3162,4599,49
15487,3634,753,984,3,4584,48
46205,8304,1195,948,39,4584,1106
13285,4473,419,315,25,4513,369
32598,5330,586,725,9,4513,50
37960,3031,429,270,57,4513,52
13180,14832,833,587,84,4513,48
12723,31758,6422,1161,86,4524,53
5417,435,43,1,0,4524,1635
5955,64191,6643,3471,359,4692,66
47870,2897,321,1198,8,4692,50
31754,1902,335,7,12,4493,998
30620,4064,505,961,50,4493,1143
37825,15275,1397,1014,58,4539,49
19994,1622,256,25,11,4483,3291
27517,643,126,91,3,4579,251
27009,1239,93,101,1,4617,1153
26630,3357,399,345,14,4617,133
695,3630,301,317,29,4488,49
15573,16153,1448,926,71,4537,52
43752,13109,1539,1002,7,4469,49
51314,2925,2391,4089,331,4545,50
46189,745,103,25,1,4568,48
30529,6169,377,93,3,4479,51
28770,438,40,24,1,4479,1719
865,5572,606,1637,13,4479,50
25110,32344,3816,210,288,4483,51
2427,5375,472,585,14,4483,51
20167,1098,131,85,5,4871,48
9148,4429,517,1845,13,4459,50
18675,30985,1872,940,201,4599,255
41360,355,28,114,0,4554,1421
15195,4861,470,157,17,4521,1968
20131,3607,532,192,34,4692,50
38080,5441,806,126,32,4692,48
31135,19773,4470,2183,39,4559,58
42362,4533,202,1321,90,4493,49
35938,948,128,5,5,4462,1331
12469,400,42,23,0,4462,48
33170,2705,236,66,76,4469,1156
28267,13368,1428,2333,160,4722,48
9372,308081,53401,185,880,4722,48
4760,8279,632,302,16,4568,81
48360,5142,610,1810,4,4554,49
49850,2074,291,228,5,4554,215
18787,29787,1350,2564,8,4554,49
48812,40394,5652,1559,267,4584,50
29785,7622,1661,441,208,4493,60
4394,1991,222,145,5,4469,1439
1623,1303,191,434,68,4579,50
2620,27220,1594,1095,18,4579,48
23649,7042,837,36,5,4722,50
32644,3216,490,3851,8,4479,57
46942,2495,585,396,14,4479,51
20175,1380,183,232,315,4692,112
9329,1024,78,605,10,4692,58
31268,11583,699,126,1,4488,48
24038,11881,1063,1255,71,4488,48
16524,14705,1106,490,23,4462,256
20805,11382,1048,810,15,4462,63
48893,5652,1098,672,102,4493,143
23881,12480,456,546,31,4599,130
14424,5664,365,93,57,4513,1185
1777,3670,217,721,35,4513,51
31035,495,58,32,1,4513,1405
3132,7552,778,372,111,4497,48
44748,5699,647,691,82,4482,1531
15715,6421,529,579,17,4482,48
20221,1429,409,830,18,4599,48
8119,12139,469,100,16,4599,51
8299,76336,15623,6550,9545,4493,53
16871,7174,469,625,16,4497,58
16140,14198,1824,1254,125,4497,1192
8456,18321,1664,321,7,4722,251
45690,10194,1018,1067,88,4722,80
29265,1691,79,57,8,4539,195
46933,11447,653,876,27,4539,968
15295,53590,8979,9430,782,4568,49
39467,53613,4783,5707,991,4584,48
29517,4014,882,1557,14,4509,57
30168,160183,63755,502,55457,4482,48
4741,2474,268,1045,1,4459,49
10174,3172,432,1538,80,4459,48
25965,1339,58,79,4,4497,968
15669,2633,169,140,8,4722,49
35620,2375,138,66,2,4568,289
34092,20541,1703,3497,585,4568,49
50081,8037,474,426,26,4472,48
37580,19344,778,944,411,4657,179
13366,808,112,25,13,4469,52
23817,1107,151,29,2,4488,49
17191,2048,122,83,1,4513,63
26462,122119,6241,570,1709,4545,50
759,6777,650,392,2,4539,56
7533,20628,1459,596,181,4568,49
705,2866,286,346,4,4505,413
6469,30806,3092,240,31,4584,56
46000,14148,1020,537,6,4653,85
43326,3975,556,200,28,5296,1611
42275,11001,710,84,5,4537,315
31048,4361,260,1285,168,4931,55
33207,10810,400,198,230,4539,50
17108,46593,6453,635,28,4539,48
15741,55,25,4,0,4472,4283
26373,107090,39380,1007,85,4497,48
3534,27253,1442,411,10,4497,55
31405,981,320,187,19,4584,576
31743,3173,873,164,32,4539,73
27169,4169,420,179,160,4579,49
20339,1590,171,48,38,4488,3289
19911,1688,226,62,0,4479,458
17160,6102,765,4918,31,4539,49
12493,6078,244,186,7,4653,2156
21672,7158,748,836,12,4544,142
42476,7336,1341,3613,20,4509,49
42823,23057,6788,625,2430,4701,48
17099,1070,108,61,1,4583,2082
31774,78448,2614,508,154,4488,1944
38692,9551,452,111,41,4472,721
28121,19234,694,267,18,4497,88
40210,9390,732,2965,52,4497,49
3173,2123,146,50,16,4459,67
22537,61577,9151,1596,2361,4459,51
13724,13045,1329,324,124,4653,2899
30242,1887,192,177,20,4653,328
50524,1441,83,0,0,4479,3007
13333,17421,1413,166,31,4521,152
5651,13400,1825,3210,79,4521,50
35874,14561,2696,3057,58,4488,49
32743,202948,25809,6080,57580,4509,48
44565,1715,273,26,10,4442,1357
22129,1609,412,62,5,4442,2513
16328,3337,509,225,20,4544,103
18322,66,12,0,0,4539,3705
40277,6200,866,1626,170,4482,326
33591,781,234,474,16,4482,49
21486,45363,1927,412,117,4497,88
36394,2030,161,154,39,4559,55
16406,62571,3335,1732,575,4559,49
14876,5162,192,52,39,4488,74
12783,2910,227,73,8,4488,52
43050,3171,482,327,13,4568,49
40688,25195,1074,357,51,4568,50
11919,3824,174,177,0,4617,1703
13911,1208,144,159,2,4583,49
8530,52078,4568,1171,22,4583,48
3539,2239,388,193,17,4583,329
50940,5441,924,459,109,4544,252
6372,2481,109,28,3,4472,847
47686,17437,1026,3336,110,4539,48
6437,9844,943,426,155,4442,66
41784,145,32,28,0,4482,50
22645,8313,698,386,66,4488,169
15680,1963,470,273,9,4513,52
24730,8409,351,984,34,4513,64
15853,6178,532,248,132,4469,49
22825,15643,865,2220,20,4469,48
29365,2872,335,422,52,4701,774
17875,9781,1135,1215,68,4509,72
23777,1266,175,54,2,4583,48
43628,922,197,2,0,4472,2178
30903,9772,1194,1142,240,4539,50
35475,9992,452,420,15,4482,49
460,1508,483,329,15,4482,48
47758,3416,620,677,341,4462,128
41561,94100,10392,4003,964,4653,68
16485,6169,1446,124,3,4513,1530
16900,10165,731,276,39,4583,48
15809,4550,822,645,37,4583,50
14638,7974,1680,1012,30,4442,336
35919,26016,4847,1712,612,4442,65
33645,25843,1272,222,78,4559,51
22382,2739,260,229,84,4559,49
10743,2019,461,986,286,4497,63
31344,5430,404,324,102,4497,212
23735,11377,963,434,59,4497,51
47209,12013,574,1374,3,4437,50
44557,18381,6905,1094,272,4482,443
44601,14971,1308,724,16,4488,632
7927,648,80,308,58,4479,48
32118,2645,109,54,5,4479,1026
1107,14057,979,1132,464,4479,51
15491,11318,1156,1022,150,4462,51
28928,24305,751,342,25,4462,246
15801,26064,1853,450,2,4437,48
32985,3354,163,62,35,4497,1044
8718,623,118,18,1,4492,1867
50712,2240,526,1404,92,4492,50
28694,79799,10508,7391,4124,4492,48
33876,1235,311,30,4,4447,1735
35081,19287,568,156,29,4583,352
14498,12915,2614,2013,87,4583,60
17251,12320,680,114,44,4468,131
15955,65164,8515,447,34,4553,48
12036,1580,105,14,1,4553,1862
13717,22629,1878,499,588,4559,49
20399,6548,1057,256,97,4599,71
46214,4614,436,176,31,4599,1194
41777,7978,699,3246,6,4599,163
44781,440,63,24,0,4599,783
30633,4376,500,153,4,4813,50
29776,14959,3731,726,157,4468,48
41494,16559,3854,3489,60,4568,48
45861,5633,663,154,157,4583,717
49441,1758,153,334,18,4583,69
44007,9965,838,274,167,4583,452
14597,6019,1125,617,22,4492,48
22788,2776,427,256,56,4471,64
3377,17609,1828,888,185,4437,743
1932,5308,255,426,2,4583,398
46522,587,35,3,0,4497,4482
45892,2629,143,23,32,4568,49
45800,1690,126,191,11,4432,49
1564,2942,368,24,17,4459,49
37839,5902,771,1213,19,4442,51
5544,516,76,27,0,4471,3079
31720,28938,12492,3088,24070,4471,49
15136,8591,519,810,38,4513,48
44180,5900,544,285,225,4513,57
29049,544,29,9,1,4492,56
20813,1874,95,124,5,4508,2733
36078,3275,108,45,13,4508,48
13441,3220,179,71,3,4616,403
32956,73714,25593,5044,280,4437,52
31968,1975,188,871,2,4442,389
22009,4484,896,916,17,4442,53
41556,7206,476,848,26,4471,49
30053,522,58,3,2,4471,918
30853,12532,1365,361,92,4471,54
4524,14109,1222,826,165,4479,50
21566,19521,1560,1389,6,4583,69
11452,1744,387,2761,44,4447,50
3192,6142,4147,781,1298,4521,48
7631,2112,208,143,28,4559,60
13315,10440,1723,247,180,4559,629
31981,2671,703,32,5,4482,1834
20021,7660,980,322,58,4437,48
45470,1572,151,57,2,4479,310
446,761,99,80,5,4479,2046
10850,1201,56,6,0,4599,50
7798,10983,1745,1029,125,4513,50
16458,8036,735,23,2,4513,48
27516,13516,928,3460,141,4513,210
41810,13325,828,1375,7,4468,504
29336,2820,374,208,75,4553,392
39227,435,152,26,2,4471,2304
44185,49440,10134,140,114,4437,787
37834,19699,1567,2096,404,4437,360
1388,17781,1732,1237,139,4748,50
23139,14671,1318,723,5,4583,57
13751,5652,653,180,6,4462,55
49725,908,54,26,7,4653,1672
18891,23396,2761,1147,68,4447,65
13143,4649,399,86,19,4447,778
24545,6870,457,256,30,4447,54
18730,125404,13335,483,14428,4521,48
38399,20666,1921,1626,91,4479,48
290,2910,298,173,3,4721,52
24657,2059,172,370,183,4559,48
34956,11428,1004,248,51,4482,50
30485,1645,131,94,15,4583,679
27023,6567,4007,2158,32,4447,50
49026,2211,373,140,5,5729,2035
12309,3446,424,2412,36,4508,58
2000,835,258,111,39,4462,408
22875,4345,369,1049,89,4432,53
6294,2322,217,374,14,4432,50
18595,1768,104,903,0,4553,480
33670,1324,81,157,9,4559,66
12707,22017,1010,3639,87,4508,300
21080,1879,511,1528,4,4583,49
43642,2494,233,422,6,4583,51
13831,148,121,12,0,4513,81
3289,27615,3687,1133,462,4513,49
25551,3537,245,183,13,4701,99
10956,6295,449,9,13,4521,52
17233,2459,242,111,1,4521,63
12433,8429,1278,1646,43,4436,49
17245,38365,1143,240,1,4436,1060
30547,13023,4101,7046,2628,4471,161
32117,2139,343,210,12,4471,427
39805,615,113,45,2,4471,342
21737,7162,492,943,49,4559,134
50365,1716,120,84,9,4559,1050
13471,2692,258,27,13,4442,49
4987,6188,732,977,22,4442,70
39164,33489,5333,4847,56,4513,49
6080,1,1912,135,46,4447,48
1789,1373,350,121,7,4497,49
31252,6776,1373,1888,1553,4497,51
5011,5764,156,358,9,4508,161
35851,8458,1743,500,15,4468,571
37917,4193,345,208,7,4447,578
28116,28144,2725,218,43,4447,69
25725,23377,5697,326,39,4559,712
31318,666,32,13,0,4488,106
38107,1108,157,27,1,4521,56
45154,2432,252,186,4,4505,50
4789,10441,493,73,11,4447,2100
29321,425,65,18,1,4447,1447
39297,7280,1805,1840,97,4497,50
25571,1735,338,706,88,4497,48
30457,1302,81,739,99,4497,51
21746,4207,727,874,378,4579,778
25060,1204,105,187,1,4579,49
12420,13808,1241,423,40,5728,1373
48757,8509,230,517,12,4482,3373
3461,2309,236,40,18,4553,1044
39566,3000,453,121,13,4559,224
40149,46686,2931,1150,310,4488,49
27211,29589,1657,858,186,5742,153
26017,38,13,11,0,4447,58
20045,17480,569,141,0,5089,50
37975,974,89,0,0,4497,4495
13804,35885,1933,903,6,4700,1010
41178,17562,902,1502,25,4700,57
33856,6444,213,380,27,4508,49
41624,42671,1288,330,33,4488,64
31599,48063,4766,358,96,4468,51
9588,9727,741,654,4,4513,49
38933,99773,5776,440,365,4442,53
25410,2530,454,262,12,4458,51
1183,43380,2803,691,336,4796,49
49392,2529,343,295,9,4447,3247
16562,3852,374,258,15,4492,54
18677,774,94,6,9,4508,163
42397,371,41,18,0,4508,48
764,4704,603,1885,12,4468,50
48626,1156,131,118,4,4458,80
3092,3435,277,262,87,4521,2328
14390,1302,161,93,14,4721,431
19246,5380,148,384,2,4471,59
6432,2375,450,270,7,4537,49
41393,2176,251,52,10,4583,725
5993,391,100,16,2,4492,297
49217,5822,507,890,4,4492,368
49936,6024,636,219,1,4492,1358
6461,1089,102,552,1,4488,52
30552,174,132,26,0,4458,1262
30257,45381,4319,2337,844,4432,49
1451,1234,99,12,7,4432,2303
7781,10389,884,812,700,4432,60
10302,28779,5210,5809,2149,4436,58
27424,5528,1582,196,36,4436,785
21211,13862,744,23,19,4436,404
46379,2464,181,253,26,4482,267
15480,929,492,44,0,4482,3697
33705,6830,341,97,28,4478,100
223,3111,346,291,77,4478,525
14024,19979,2671,1623,71,4492,221
19533,10320,892,112,2,4652,1219
49755,35643,2454,1619,28,4721,52
11855,13648,1305,204,540,4583,49
6741,1114,144,104,0,4488,60
43697,14735,952,836,51,4488,48
30566,769,37,9,0,4512,2894
25198,5712,633,2340,18,4512,50
46716,15643,1208,436,468,4471,255
29355,5661,2857,2189,20,4599,50
32389,18074,608,199,173,4432,532
21602,18287,2686,913,85,4478,49
71,7871,848,579,3,4492,49
48094,2809,368,55,51,4496,567
26388,2767,213,99,9,4496,935
23486,446,71,116,4,4488,49
9868,25705,2646,1084,52,4583,111
26649,3315,122,76,3,4583,56
11310,747,49,197,2,4492,48
29707,5964,164,145,2,4652,50
40958,7973,841,192,45,4468,48
7159,4467,212,16,6,4468,51
38752,12052,2763,553,11,4616,2213
41288,619,225,86,1,4471,49
2076,4416,673,1821,9,4458,50
25263,831,73,27,2,4478,48
47474,6614,165,363,22,4599,1228
18735,13330,1345,584,40,4599,50
38320,23599,2232,817,149,4721,483
7925,9293,4160,4229,81,4721,100
12494,59750,3320,3705,26,4432,48
44835,11427,533,452,46,4537,52
33096,23403,2113,3191,296,4447,49
6955,12417,2239,1364,1261,4447,49
49740,844,108,105,6,4447,129
44163,1833,192,191,42,4583,55
20713,2609,666,400,197,4482,48
25357,88297,4270,2123,193,4487,117
14147,4985,491,486,17,4447,165
46767,2006,333,369,16,4432,160
11680,2557,227,29,0,4478,985
11546,3823,510,158,2,4537,110
34015,6402,601,211,19,4537,1642
36249,1793,311,140,19,4524,64
6391,20218,646,402,158,4559,58
21460,961,187,17,5,5376,49
2430,2009,406,291,4,4468,122
22613,508,57,87,0,4512,2405
39923,5358,1826,201,122,4496,423
